Freq,time,motorpath,angle
4.50, 24.68, -180, 3.14
4.50, 24.71, -190, 3.14
4.50, 24.74, -197, 3.15
4.50, 24.77, -200, 3.15
4.50, 24.80, -200, 3.15
4.50, 24.83, -197, 3.15
4.50, 24.86, -190, 3.15
4.50, 24.89, -180, 3.15
4.50, 24.92, -167, 3.15
4.50, 24.94, -151, 3.15
4.50, 24.97, -132, 3.14
4.50, 25.00, -111, 3.14
4.50, 25.03, -89, 3.14
4.50, 25.06, -66, 3.14
4.50, 25.09, -40, 3.14
4.50, 25.11, -16, 3.14
4.50, 25.14, 9, 3.14
4.50, 25.17, 33, 3.13
4.50, 25.20, 56, 3.13
4.50, 25.22, 79, 3.13
4.50, 25.25, 100, 3.13
4.50, 25.28, 121, 3.12
4.50, 25.31, 141, 3.12
4.50, 25.33, 157, 3.12
4.50, 25.36, 172, 3.12
4.50, 25.39, 183, 3.12
4.50, 25.42, 191, 3.12
4.50, 25.45, 197, 3.11
4.50, 25.47, 199, 3.11
4.50, 25.50, 199, 3.11
4.50, 25.53, 195, 3.11
4.50, 25.56, 187, 3.11
4.50, 25.59, 178, 3.11
4.50, 25.61, 165, 3.11
4.50, 25.64, 149, 3.12
4.50, 25.67, 131, 3.11
4.50, 25.70, 111, 3.12
4.50, 25.73, 89, 3.12
4.50, 25.75, 66, 3.12
4.50, 25.78, 43, 3.12
4.50, 25.81, 19, 3.12
4.50, 25.84, -5, 3.12
4.50, 25.86, -29, 3.12
4.50, 25.89, -55, 3.13
4.50, 25.92, -78, 3.13
4.50, 25.95, -100, 3.13
4.50, 25.98, -123, 3.14
4.50, 26.00, -142, 3.14
4.50, 26.03, -159, 3.14
4.50, 26.06, -174, 3.14
4.50, 26.09, -185, 3.14
4.50, 26.12, -194, 3.15
4.50, 26.15, -199, 3.15
4.50, 26.18, -200, 3.15
4.50, 26.21, -199, 3.15
4.50, 26.24, -193, 3.15
4.50, 26.27, -185, 3.15
4.50, 26.30, -173, 3.15
4.50, 26.33, -159, 3.14
4.50, 26.35, -142, 3.14
4.50, 26.38, -122, 3.14
4.50, 26.41, -100, 3.14
4.50, 26.44, -77, 3.14
4.50, 26.47, -53, 3.14
4.50, 26.50, -27, 3.14
4.50, 26.53, -3, 3.13
4.50, 26.55, 22, 3.13
4.50, 26.58, 46, 3.13
4.50, 26.61, 68, 3.13
4.50, 26.64, 91, 3.13
4.50, 26.66, 112, 3.13
4.50, 26.69, 132, 3.12
4.50, 26.72, 150, 3.12
4.50, 26.75, 165, 3.12
4.50, 26.77, 178, 3.12
4.50, 26.80, 188, 3.11
4.50, 26.83, 195, 3.12
4.50, 26.86, 199, 3.11
4.50, 26.89, 199, 3.11
4.50, 26.91, 197, 3.11
4.50, 26.94, 191, 3.11
4.50, 26.97, 182, 3.11
4.50, 27.00, 171, 3.11
4.50, 27.03, 156, 3.11
4.50, 27.05, 139, 3.11
4.50, 27.08, 121, 3.11
4.50, 27.11, 99, 3.12
4.50, 27.14, 78, 3.11
4.50, 27.17, 55, 3.12
4.50, 27.19, 31, 3.12
4.50, 27.22, 6, 3.12
4.50, 27.24, -17, 3.13
4.50, 27.27, -41, 3.13
4.50, 27.30, -67, 3.13
4.50, 27.33, -89, 3.13
4.50, 27.36, -112, 3.13
4.50, 27.39, -132, 3.14
4.50, 27.42, -150, 3.14
4.50, 27.44, -167, 3.14
4.50, 27.47, -180, 3.14
4.50, 27.50, -190, 3.14
4.50, 27.53, -197, 3.15
4.50, 27.56, -200, 3.15
4.50, 27.59, -200, 3.15
4.50, 27.62, -197, 3.15
4.50, 27.65, -190, 3.15
4.50, 27.68, -180, 3.15
4.50, 27.71, -167, 3.14
4.50, 27.74, -151, 3.14
4.50, 27.76, -133, 3.14
4.50, 27.79, -112, 3.14
4.50, 27.82, -89, 3.14
4.50, 27.85, -66, 3.14
4.50, 27.88, -42, 3.14
4.50, 27.91, -16, 3.13
4.50, 27.93, 8, 3.13
4.50, 27.96, 32, 3.13
4.50, 27.99, 56, 3.13
4.50, 28.02, 79, 3.13
4.50, 28.04, 101, 3.12
4.50, 28.07, 121, 3.12
4.50, 28.10, 140, 3.12
4.50, 28.13, 157, 3.12
4.50, 28.16, 172, 3.12
4.50, 28.18, 183, 3.12
4.50, 28.21, 191, 3.11
4.50, 28.24, 197, 3.11
4.50, 28.27, 199, 3.11
4.50, 28.30, 199, 3.12
4.50, 28.32, 195, 3.12
4.50, 28.35, 187, 3.11
4.50, 28.38, 177, 3.11
4.50, 28.41, 165, 3.12
4.50, 28.44, 149, 3.12
4.50, 28.46, 131, 3.12
4.50, 28.49, 111, 3.12
4.50, 28.52, 89, 3.12
4.50, 28.55, 67, 3.12
4.50, 28.57, 44, 3.12
4.50, 28.60, 20, 3.12
4.50, 28.63, -6, 3.12
4.50, 28.65, -29, 3.13
4.50, 28.68, -54, 3.13
4.50, 28.71, -78, 3.13
4.50, 28.74, -100, 3.13
4.50, 28.77, -122, 3.14
4.50, 28.80, -142, 3.14
4.50, 28.83, -159, 3.14
4.50, 28.86, -174, 3.14
4.50, 28.89, -186, 3.14
4.50, 28.91, -194, 3.15
4.50, 28.94, -199, 3.15
4.50, 28.97, -200, 3.15
4.50, 29.00, -199, 3.15
4.50, 29.03, -194, 3.15
4.50, 29.06, -185, 3.15
4.50, 29.09, -174, 3.14
4.50, 29.12, -159, 3.14
4.50, 29.15, -141, 3.14
4.50, 29.18, -122, 3.14
4.50, 29.21, -101, 3.14
4.50, 29.23, -76, 3.14
4.50, 29.26, -53, 3.14
4.50, 29.29, -28, 3.14
4.50, 29.32, -3, 3.14
4.50, 29.35, 21, 3.13
4.50, 29.37, 45, 3.13
4.50, 29.40, 69, 3.13
4.50, 29.43, 91, 3.13
4.50, 29.45, 112, 3.13
4.50, 29.48, 132, 3.12
4.50, 29.51, 150, 3.12
4.50, 29.54, 165, 3.12
4.50, 29.57, 178, 3.12
4.50, 29.59, 188, 3.11
4.50, 29.62, 195, 3.11
4.50, 29.65, 199, 3.11
4.50, 29.68, 199, 3.11
4.50, 29.71, 197, 3.11
4.50, 29.73, 191, 3.11
4.50, 29.76, 182, 3.11
4.50, 29.79, 171, 3.11
4.50, 29.82, 156, 3.11
4.50, 29.85, 140, 3.11
4.50, 29.87, 121, 3.11
4.50, 29.90, 99, 3.12
4.50, 29.93, 78, 3.12
4.50, 29.96, 54, 3.12
4.50, 29.98, 31, 3.12
4.50, 30.01, 7, 3.12
4.50, 30.04, -17, 3.12
4.50, 30.06, -41, 3.13
4.50, 30.09, -66, 3.13
4.50, 30.12, -89, 3.13
4.50, 30.15, -111, 3.13
4.50, 30.18, -132, 3.14
4.50, 30.21, -150, 3.14
4.50, 30.24, -166, 3.14
4.50, 30.27, -180, 3.15
4.50, 30.30, -190, 3.15
4.50, 30.32, -196, 3.15
4.50, 30.35, -200, 3.15
4.50, 30.38, -200, 3.15
4.50, 30.41, -197, 3.15
4.50, 30.44, -190, 3.15
4.50, 30.47, -180, 3.15
4.50, 30.50, -167, 3.14
4.50, 30.53, -151, 3.14
4.50, 30.56, -132, 3.14
4.50, 30.59, -112, 3.14
4.50, 30.62, -89, 3.14
4.50, 30.64, -66, 3.14
4.50, 30.67, -41, 3.14
4.50, 30.70, -16, 3.14
4.50, 30.73, 9, 3.13
4.50, 30.75, 32, 3.13
4.50, 30.78, 56, 3.13
4.50, 30.81, 78, 3.13
4.50, 30.83, 100, 3.12
4.50, 30.86, 121, 3.12
4.50, 30.89, 141, 3.12
4.50, 30.92, 157, 3.12
4.50, 30.95, 172, 3.12
4.50, 30.98, 183, 3.12
4.50, 31.00, 191, 3.12
4.50, 31.03, 197, 3.11
4.50, 31.06, 199, 3.11
4.50, 31.09, 199, 3.11
4.50, 31.12, 195, 3.11
4.50, 31.14, 187, 3.11
4.50, 31.17, 178, 3.11
4.50, 31.20, 165, 3.11
4.50, 31.23, 149, 3.11
4.50, 31.26, 131, 3.12
4.50, 31.28, 111, 3.11
4.50, 31.31, 89, 3.12
4.50, 31.34, 67, 3.12
4.50, 31.37, 43, 3.12
4.50, 31.39, 20, 3.12
4.50, 31.42, -5, 3.12
4.50, 31.45, -29, 3.13
4.50, 31.47, -53, 3.13
4.50, 31.50, -78, 3.13
4.50, 31.53, -100, 3.13
4.50, 31.56, -122, 3.14
4.50, 31.59, -142, 3.14
4.50, 31.62, -159, 3.14
4.50, 31.65, -173, 3.14
4.50, 31.68, -185, 3.15
4.50, 31.71, -194, 3.15
4.50, 31.73, -199, 3.15
4.50, 31.76, -200, 3.15
4.50, 31.79, -199, 3.15
4.50, 31.82, -193, 3.15
4.50, 31.85, -185, 3.15
4.50, 31.88, -173, 3.15
4.50, 31.91, -159, 3.14
4.50, 31.94, -142, 3.14
4.50, 31.97, -122, 3.14
4.50, 32.00, -100, 3.14
4.50, 32.03, -77, 3.14
4.50, 32.06, -53, 3.14
4.50, 32.08, -27, 3.14
4.50, 32.11, -3, 3.13
4.50, 32.14, 21, 3.13
4.50, 32.17, 46, 3.13
4.50, 32.19, 68, 3.13
4.50, 32.22, 91, 3.13
4.50, 32.25, 111, 3.13
4.50, 32.27, 131, 3.12
4.50, 32.30, 150, 3.12
4.50, 32.33, 165, 3.12
4.50, 32.36, 178, 3.12
4.50, 32.39, 188, 3.12
4.50, 32.42, 195, 3.12
4.50, 32.44, 199, 3.11
4.50, 32.47, 199, 3.11
4.50, 32.50, 197, 3.11
4.50, 32.53, 191, 3.11
4.50, 32.56, 182, 3.11
4.50, 32.58, 171, 3.11
4.50, 32.61, 156, 3.11
4.50, 32.64, 139, 3.11
4.50, 32.67, 121, 3.11
4.50, 32.70, 99, 3.12
4.50, 32.72, 78, 3.12
4.50, 32.75, 55, 3.12
4.50, 32.78, 31, 3.12
4.50, 32.80, 7, 3.12
4.50, 32.83, -17, 3.13
4.50, 32.86, -41, 3.13
4.50, 32.89, -66, 3.13
4.50, 32.91, -89, 3.13
4.50, 32.94, -112, 3.13
4.50, 32.97, -132, 3.14
4.50, 33.00, -150, 3.14
4.50, 33.03, -167, 3.14
4.50, 33.06, -179, 3.15
4.50, 33.09, -190, 3.14
4.50, 33.12, -197, 3.15
4.50, 33.15, -200, 3.15
4.50, 33.17, -200, 3.15
4.50, 33.20, -197, 3.15
4.50, 33.23, -190, 3.15
4.50, 33.26, -180, 3.15
4.50, 33.29, -167, 3.14
4.50, 33.32, -151, 3.14
4.50, 33.35, -133, 3.14
4.50, 33.38, -112, 3.14
4.50, 33.41, -89, 3.14
4.50, 33.44, -66, 3.14
4.50, 33.46, -42, 3.14
4.50, 33.49, -16, 3.14
4.50, 33.52, 8, 3.13
4.50, 33.55, 32, 3.13
4.50, 33.57, 56, 3.13
4.50, 33.60, 78, 3.13
4.50, 33.63, 101, 3.12
4.50, 33.65, 121, 3.12
4.50, 33.68, 140, 3.12
4.50, 33.71, 157, 3.12
4.50, 33.74, 171, 3.12
4.50, 33.77, 183, 3.12
4.50, 33.80, 191, 3.12
4.50, 33.82, 197, 3.12
4.50, 33.85, 199, 3.11
4.50, 33.88, 199, 3.11
4.50, 33.91, 195, 3.11
4.50, 33.94, 188, 3.11
4.50, 33.96, 177, 3.11
4.50, 33.99, 165, 3.11
4.50, 34.02, 149, 3.12
4.50, 34.05, 131, 3.12
4.50, 34.08, 111, 3.11
4.50, 34.10, 89, 3.12
4.50, 34.13, 67, 3.12
4.50, 34.16, 44, 3.12
4.50, 34.19, 20, 3.12
4.50, 34.21, -5, 3.12
4.50, 34.24, -29, 3.13
4.50, 34.27, -53, 3.13
4.50, 34.30, -78, 3.13
4.50, 34.32, -100, 3.13
4.50, 34.35, -122, 3.14
4.50, 34.38, -142, 3.14
4.50, 34.41, -159, 3.14
4.50, 34.44, -174, 3.14
4.50, 34.47, -185, 3.15
4.50, 34.50, -194, 3.14
4.50, 34.53, -199, 3.15
4.50, 34.56, -200, 3.15
4.50, 34.59, -199, 3.15
4.50, 34.62, -194, 3.15
4.50, 34.64, -185, 3.15
4.50, 34.67, -174, 3.14
4.50, 34.70, -159, 3.14
4.50, 34.73, -142, 3.14
4.50, 34.76, -122, 3.14
4.50, 34.79, -101, 3.14
4.50, 34.82, -76, 3.14
4.50, 34.85, -53, 3.14
4.50, 34.88, -28, 3.14
4.50, 34.90, -3, 3.14
4.50, 34.93, 21, 3.13
5.00, 0.00, 0, 3.13
5.00, 0.03, 24, 3.13
5.00, 0.05, 50, 3.12
5.00, 0.08, 75, 3.13
5.00, 0.10, 97, 3.12
5.00, 0.13, 120, 3.12
5.00, 0.16, 140, 3.12
5.00, 0.18, 158, 3.12
5.00, 0.21, 173, 3.12
5.00, 0.24, 185, 3.12
5.00, 0.26, 193, 3.12
5.00, 0.29, 198, 3.12
5.00, 0.32, 199, 3.12
5.00, 0.35, 197, 3.12
5.00, 0.37, 191, 3.12
5.00, 0.40, 182, 3.12
5.00, 0.43, 169, 3.11
5.00, 0.45, 153, 3.11
5.00, 0.48, 135, 3.11
5.00, 0.51, 114, 3.11
5.00, 0.53, 89, 3.11
5.00, 0.56, 66, 3.11
5.00, 0.59, 41, 3.12
5.00, 0.61, 16, 3.12
5.00, 0.64, -10, 3.12
5.00, 0.67, -38, 3.12
5.00, 0.69, -63, 3.12
5.00, 0.72, -89, 3.13
5.00, 0.75, -112, 3.13
5.00, 0.77, -134, 3.13
5.00, 0.80, -154, 3.14
5.00, 0.83, -170, 3.14
5.00, 0.86, -183, 3.14
5.00, 0.89, -193, 3.15
5.00, 0.92, -199, 3.15
5.00, 0.94, -200, 3.15
5.00, 0.97, -198, 3.15
5.00, 1.00, -193, 3.16
5.00, 1.03, -183, 3.16
5.00, 1.06, -169, 3.16
5.00, 1.08, -153, 3.15
5.00, 1.11, -133, 3.15
5.00, 1.14, -111, 3.15
5.00, 1.17, -87, 3.15
5.00, 1.19, -61, 3.15
5.00, 1.22, -35, 3.14
5.00, 1.25, -8, 3.14
5.00, 1.28, 18, 3.14
5.00, 1.30, 43, 3.14
5.00, 1.33, 68, 3.13
5.00, 1.35, 92, 3.13
5.00, 1.38, 114, 3.12
5.00, 1.41, 135, 3.12
5.00, 1.43, 154, 3.12
5.00, 1.46, 170, 3.12
5.00, 1.49, 182, 3.11
5.00, 1.51, 192, 3.11
5.00, 1.54, 197, 3.10
5.00, 1.57, 199, 3.10
5.00, 1.60, 198, 3.10
5.00, 1.62, 193, 3.10
5.00, 1.65, 184, 3.10
5.00, 1.68, 172, 3.10
5.00, 1.70, 157, 3.10
5.00, 1.73, 139, 3.11
5.00, 1.76, 119, 3.11
5.00, 1.78, 95, 3.11
5.00, 1.81, 73, 3.11
5.00, 1.84, 48, 3.12
5.00, 1.86, 21, 3.12
5.00, 1.89, -4, 3.12
5.00, 1.92, -30, 3.12
5.00, 1.94, -57, 3.13
5.00, 1.97, -81, 3.13
5.00, 2.00, -106, 3.14
5.00, 2.02, -128, 3.14
5.00, 2.05, -149, 3.14
5.00, 2.08, -166, 3.15
5.00, 2.11, -180, 3.15
5.00, 2.14, -191, 3.15
5.00, 2.16, -197, 3.15
5.00, 2.19, -200, 3.15
5.00, 2.22, -199, 3.16
5.00, 2.25, -194, 3.16
5.00, 2.28, -186, 3.16
5.00, 2.30, -174, 3.16
5.00, 2.33, -157, 3.15
5.00, 2.36, -139, 3.15
5.00, 2.39, -117, 3.15
5.00, 2.42, -93, 3.15
5.00, 2.44, -68, 3.15
5.00, 2.47, -42, 3.14
5.00, 2.50, -16, 3.14
5.00, 2.53, 11, 3.14
5.00, 2.55, 37, 3.13
5.00, 2.58, 62, 3.13
5.00, 2.60, 86, 3.13
5.00, 2.63, 109, 3.12
5.00, 2.66, 130, 3.12
5.00, 2.68, 150, 3.12
5.00, 2.71, 167, 3.12
5.00, 2.74, 179, 3.11
5.00, 2.76, 190, 3.11
5.00, 2.79, 196, 3.11
5.00, 2.82, 199, 3.11
5.00, 2.85, 199, 3.11
5.00, 2.87, 195, 3.11
5.00, 2.90, 187, 3.11
5.00, 2.93, 175, 3.11
5.00, 2.95, 161, 3.11
5.00, 2.98, 143, 3.11
5.00, 3.01, 124, 3.11
5.00, 3.03, 102, 3.11
5.00, 3.06, 77, 3.11
5.00, 3.09, 53, 3.12
5.00, 3.11, 27, 3.12
5.00, 3.14, 1, 3.12
5.00, 3.16, -23, 3.12
5.00, 3.19, -50, 3.13
5.00, 3.22, -75, 3.13
5.00, 3.25, -100, 3.13
5.00, 3.27, -123, 3.14
5.00, 3.30, -144, 3.14
5.00, 3.33, -162, 3.14
5.00, 3.36, -177, 3.15
5.00, 3.39, -188, 3.15
5.00, 3.41, -196, 3.15
5.00, 3.44, -200, 3.15
5.00, 3.47, -200, 3.15
5.00, 3.50, -196, 3.15
5.00, 3.53, -188, 3.15
5.00, 3.55, -177, 3.15
5.00, 3.58, -161, 3.15
5.00, 3.61, -143, 3.15
5.00, 3.64, -123, 3.15
5.00, 3.67, -99, 3.15
5.00, 3.69, -75, 3.14
5.00, 3.72, -49, 3.14
5.00, 3.75, -22, 3.14
5.00, 3.78, 5, 3.14
5.00, 3.80, 29, 3.14
5.00, 3.83, 55, 3.13
5.00, 3.85, 79, 3.13
5.00, 3.88, 102, 3.13
5.00, 3.90, 125, 3.12
5.00, 3.93, 144, 3.12
5.00, 3.96, 162, 3.11
5.00, 3.99, 176, 3.12
5.00, 4.01, 187, 3.11
5.00, 4.04, 195, 3.11
5.00, 4.07, 199, 3.11
5.00, 4.09, 199, 3.11
5.00, 4.12, 196, 3.11
5.00, 4.15, 189, 3.10
5.00, 4.18, 179, 3.10
5.00, 4.20, 165, 3.10
5.00, 4.23, 149, 3.10
5.00, 4.26, 129, 3.11
5.00, 4.28, 108, 3.11
5.00, 4.31, 84, 3.11
5.00, 4.34, 60, 3.11
5.00, 4.36, 36, 3.12
5.00, 4.39, 9, 3.12
5.00, 4.41, -15, 3.12
5.00, 4.44, -43, 3.13
5.00, 4.47, -69, 3.13
5.00, 4.49, -93, 3.13
5.00, 4.52, -117, 3.14
5.00, 4.55, -138, 3.14
5.00, 4.58, -157, 3.14
5.00, 4.61, -173, 3.15
5.00, 4.63, -185, 3.15
5.00, 4.66, -194, 3.15
5.00, 4.69, -199, 3.15
5.00, 4.72, -200, 3.16
5.00, 4.75, -198, 3.16
5.00, 4.78, -191, 3.16
5.00, 4.80, -180, 3.16
5.00, 4.83, -167, 3.15
5.00, 4.86, -149, 3.15
5.00, 4.89, -129, 3.15
5.00, 4.92, -106, 3.15
5.00, 4.94, -82, 3.14
5.00, 4.97, -57, 3.14
5.00, 5.00, -30, 3.14
5.00, 5.02, -3, 3.14
5.00, 5.05, 23, 3.13
5.00, 5.08, 48, 3.13
5.00, 5.10, 73, 3.13
5.00, 5.13, 97, 3.12
5.00, 5.15, 118, 3.12
5.00, 5.18, 139, 3.12
5.00, 5.21, 157, 3.12
5.00, 5.24, 172, 3.11
5.00, 5.26, 184, 3.11
5.00, 5.29, 193, 3.11
5.00, 5.32, 198, 3.11
5.00, 5.34, 199, 3.11
5.00, 5.37, 197, 3.11
5.00, 5.40, 191, 3.11
5.00, 5.42, 182, 3.10
5.00, 5.45, 169, 3.11
5.00, 5.48, 154, 3.11
5.00, 5.51, 135, 3.11
5.00, 5.53, 114, 3.11
5.00, 5.56, 92, 3.11
5.00, 5.59, 67, 3.11
5.00, 5.61, 42, 3.12
5.00, 5.64, 16, 3.12
5.00, 5.66, -10, 3.12
5.00, 5.69, -35, 3.12
5.00, 5.72, -63, 3.13
5.00, 5.74, -88, 3.13
5.00, 5.77, -111, 3.14
5.00, 5.80, -133, 3.14
5.00, 5.83, -153, 3.14
5.00, 5.86, -169, 3.14
5.00, 5.88, -183, 3.15
5.00, 5.91, -193, 3.15
5.00, 5.94, -198, 3.15
5.00, 5.97, -200, 3.15
5.00, 6.00, -199, 3.16
5.00, 6.02, -193, 3.16
5.00, 6.05, -183, 3.16
5.00, 6.08, -170, 3.15
5.00, 6.11, -153, 3.15
5.00, 6.14, -134, 3.15
5.00, 6.16, -113, 3.15
5.00, 6.19, -88, 3.15
5.00, 6.22, -63, 3.14
5.00, 6.25, -36, 3.14
5.00, 6.27, -10, 3.14
5.00, 6.30, 17, 3.14
5.00, 6.33, 43, 3.13
5.00, 6.35, 68, 3.13
5.00, 6.38, 93, 3.13
5.00, 6.40, 114, 3.12
5.00, 6.43, 135, 3.12
5.00, 6.46, 154, 3.12
5.00, 6.49, 169, 3.12
5.00, 6.51, 182, 3.11
5.00, 6.54, 191, 3.11
5.00, 6.57, 197, 3.11
5.00, 6.60, 199, 3.11
5.00, 6.62, 198, 3.11
5.00, 6.65, 193, 3.11
5.00, 6.67, 185, 3.10
5.00, 6.70, 172, 3.10
5.00, 6.73, 157, 3.11
5.00, 6.76, 140, 3.11
5.00, 6.78, 119, 3.11
5.00, 6.81, 96, 3.11
5.00, 6.84, 72, 3.11
5.00, 6.86, 48, 3.12
5.00, 6.89, 23, 3.12
5.00, 6.92, -4, 3.12
5.00, 6.94, -30, 3.12
5.00, 6.97, -55, 3.13
5.00, 6.99, -82, 3.13
5.00, 7.02, -105, 3.14
5.00, 7.05, -128, 3.14
5.00, 7.08, -148, 3.14
5.00, 7.11, -166, 3.15
5.00, 7.13, -180, 3.15
5.00, 7.16, -190, 3.15
5.00, 7.19, -198, 3.15
5.00, 7.22, -200, 3.15
5.00, 7.25, -199, 3.15
5.00, 7.28, -194, 3.16
5.00, 7.30, -186, 3.16
5.00, 7.33, -173, 3.16
5.00, 7.36, -158, 3.15
5.00, 7.39, -139, 3.15
5.00, 7.42, -117, 3.15
5.00, 7.44, -94, 3.15
5.00, 7.47, -69, 3.15
5.00, 7.50, -43, 3.14
5.00, 7.52, -16, 3.14
5.00, 7.55, 11, 3.14
5.00, 7.58, 37, 3.14
5.00, 7.60, 62, 3.13
5.00, 7.63, 86, 3.13
5.00, 7.65, 108, 3.12
5.00, 7.68, 130, 3.12
5.00, 7.71, 150, 3.12
5.00, 7.74, 166, 3.12
5.00, 7.76, 179, 3.11
5.00, 7.79, 190, 3.11
5.00, 7.82, 196, 3.11
5.00, 7.85, 199, 3.11
5.00, 7.87, 199, 3.11
5.00, 7.90, 195, 3.11
5.00, 7.93, 187, 3.10
5.00, 7.95, 176, 3.10
5.00, 7.98, 161, 3.10
5.00, 8.01, 144, 3.11
5.00, 8.03, 124, 3.11
5.00, 8.06, 102, 3.11
5.00, 8.09, 78, 3.11
5.00, 8.11, 53, 3.11
5.00, 8.14, 28, 3.12
5.00, 8.17, 3, 3.12
5.00, 8.19, -23, 3.12
5.00, 8.22, -50, 3.13
5.00, 8.24, -75, 3.13
5.00, 8.27, -100, 3.13
5.00, 8.30, -124, 3.14
5.00, 8.33, -144, 3.14
5.00, 8.36, -162, 3.14
5.00, 8.39, -177, 3.15
5.00, 8.41, -188, 3.15
5.00, 8.44, -196, 3.15
5.00, 8.47, -200, 3.15
5.00, 8.50, -200, 3.16
5.00, 8.53, -196, 3.15
5.00, 8.55, -188, 3.16
5.00, 8.58, -177, 3.16
5.00, 8.61, -162, 3.15
5.00, 8.64, -144, 3.15
5.00, 8.67, -123, 3.15
5.00, 8.69, -99, 3.15
5.00, 8.72, -75, 3.15
5.00, 8.75, -49, 3.14
5.00, 8.78, -22, 3.14
5.00, 8.80, 4, 3.14
5.00, 8.83, 29, 3.14
5.00, 8.85, 54, 3.13
5.00, 8.88, 79, 3.13
5.00, 8.90, 103, 3.12
5.00, 8.93, 124, 3.12
5.00, 8.96, 144, 3.12
5.00, 8.99, 162, 3.12
5.00, 9.01, 176, 3.11
5.00, 9.04, 187, 3.11
5.00, 9.07, 195, 3.11
5.00, 9.09, 199, 3.11
5.00, 9.12, 199, 3.11
5.00, 9.15, 196, 3.10
5.00, 9.17, 189, 3.10
5.00, 9.20, 179, 3.10
5.00, 9.23, 166, 3.11
5.00, 9.26, 149, 3.11
5.00, 9.28, 130, 3.11
5.00, 9.31, 108, 3.11
5.00, 9.34, 84, 3.11
5.00, 9.36, 61, 3.11
5.00, 9.39, 35, 3.12
5.00, 9.42, 9, 3.12
5.00, 9.44, -16, 3.12
5.00, 9.47, -42, 3.13
5.00, 9.49, -68, 3.13
5.00, 9.52, -93, 3.13
5.00, 9.55, -116, 3.14
5.00, 9.58, -138, 3.14
5.00, 9.60, -157, 3.14
5.00, 9.63, -173, 3.15
5.00, 9.66, -185, 3.15
5.00, 9.69, -194, 3.15
5.00, 9.72, -199, 3.15
5.00, 9.74, -200, 3.16
5.00, 9.77, -198, 3.16
5.00, 9.80, -191, 3.16
5.00, 9.83, -181, 3.15
5.00, 9.86, -167, 3.15
5.00, 9.89, -149, 3.15
5.00, 9.91, -129, 3.15
5.00, 9.94, -107, 3.15
5.00, 9.97, -81, 3.14
5.00, 10.00, -57, 3.14
5.00, 10.02, -29, 3.14
5.00, 10.05, -1, 3.14
5.00, 10.08, 25, 3.13
5.00, 10.11, 53, 3.13
5.00, 10.13, 78, 3.13
5.00, 10.16, 101, 3.12
5.00, 10.19, 125, 3.12
5.00, 10.22, 145, 3.12
5.00, 10.24, 163, 3.12
5.00, 10.27, 178, 3.11
5.00, 10.30, 189, 3.11
5.00, 10.33, 196, 3.11
5.00, 10.36, 199, 3.11
5.00, 10.39, 199, 3.11
5.00, 10.41, 194, 3.11
5.00, 10.44, 186, 3.11
5.00, 10.47, 174, 3.11
5.00, 10.50, 158, 3.11
5.00, 10.53, 140, 3.11
5.00, 10.55, 119, 3.11
5.00, 10.58, 95, 3.11
5.00, 10.61, 70, 3.11
5.00, 10.64, 45, 3.12
5.00, 10.66, 18, 3.12
5.00, 10.69, -9, 3.12
5.00, 10.72, -36, 3.13
5.00, 10.74, -63, 3.13
5.00, 10.77, -90, 3.13
5.00, 10.80, -113, 3.13
5.00, 10.83, -137, 3.14
5.00, 10.86, -156, 3.14
5.00, 10.89, -172, 3.15
5.00, 10.92, -186, 3.15
5.00, 10.95, -195, 3.15
5.00, 10.98, -200, 3.16
5.00, 11.00, -200, 3.16
5.00, 11.03, -197, 3.16
5.00, 11.06, -189, 3.16
5.00, 11.09, -178, 3.16
5.00, 11.12, -162, 3.15
5.00, 11.15, -144, 3.15
5.00, 11.18, -121, 3.15
5.00, 11.21, -97, 3.15
5.00, 11.24, -72, 3.14
5.00, 11.26, -45, 3.14
5.00, 11.29, -17, 3.14
5.00, 11.32, 11, 3.14
5.00, 11.35, 38, 3.13
5.00, 11.38, 65, 3.13
5.00, 11.40, 89, 3.13
5.00, 11.43, 113, 3.12
5.00, 11.46, 135, 3.12
5.00, 11.49, 153, 3.12
5.00, 11.51, 170, 3.11
5.00, 11.54, 183, 3.11
5.00, 11.57, 192, 3.11
5.00, 11.60, 198, 3.11
5.00, 11.63, 199, 3.10
5.00, 11.65, 197, 3.11
5.00, 11.68, 191, 3.10
5.00, 11.71, 181, 3.10
5.00, 11.74, 168, 3.10
5.00, 11.77, 150, 3.10
5.00, 11.79, 131, 3.11
5.00, 11.82, 109, 3.11
5.00, 11.85, 84, 3.11
5.00, 11.88, 60, 3.12
5.00, 11.90, 32, 3.12
5.00, 11.93, 6, 3.12
5.00, 11.96, -19, 3.12
5.00, 11.99, -48, 3.13
5.00, 12.01, -75, 3.13
5.00, 12.04, -100, 3.13
5.00, 12.07, -124, 3.14
5.00, 12.10, -146, 3.14
5.00, 12.13, -164, 3.14
5.00, 12.16, -179, 3.15
5.00, 12.19, -190, 3.15
5.00, 12.22, -197, 3.15
5.00, 12.25, -200, 3.15
5.00, 12.28, -199, 3.15
5.00, 12.30, -194, 3.16
5.00, 12.33, -184, 3.16
5.00, 12.36, -171, 3.15
5.00, 12.39, -154, 3.15
5.00, 12.42, -134, 3.15
5.00, 12.45, -110, 3.15
5.00, 12.48, -86, 3.15
5.00, 12.51, -59, 3.15
